Job_Title,Education_Level,Risk_Category,Average_Salary,Automation_Probability_2030,AI_Exposure_Index
Marketing Manager,Bachelor's,Medium,124930,0.7,0.13
UX Researcher,Bachelor's,Medium,115639,0.5,0.98
Truck Driver,High School,High,34123,0.72,0.83
Financial Analyst,PhD,Medium,98384,0.37,0.63
Graphic Designer,PhD,Low,102433,0.42,0.64
Marketing Manager,Bachelor's,Medium,127550,0.4,0.11
Software Engineer,PhD,Medium,76509,0.52,0.26
Financial Analyst,PhD,Medium,141075,0.43,0.65
Teacher,PhD,Low,35853,0.22,0.07
Teacher,PhD,Low,95311,0.22,0.91
Lawyer,High School,Medium,145672,0.48,0.73
Financial Analyst,PhD,Medium,107045,0.4,0.17
Lawyer,High School,Medium,68211,0.52,0.2
HR Specialist,PhD,Medium,58454,0.35,0.52
Financial Analyst,PhD,Medium,97855,0.34,0.19
Construction Worker,PhD,High,127891,0.74,1
UX Researcher,Bachelor's,Medium,120094,0.69,0.66
Construction Worker,PhD,High,130621,0.74,0
Mechanic,High School,Medium,141579,0.36,0.8
Retail Worker,High School,High,64907,0.88,0.79
Nurse,Master's,Low,147754,0.24,0.72
Nurse,Master's,Low,61937,0.27,0.54
Data Scientist,High School,Medium,41593,0.64,0.49
Research Scientist,High School,Low,75337,0.18,0.23
Mechanic,High School,Medium,147553,0.51,0.23
UX Researcher,Bachelor's,Medium,69114,0.4,0.81
Chef,Master's,Medium,142467,0.35,0.61
Truck Driver,High School,High,95410,0.82,0.49
Nurse,Master's,Low,44802,0.13,0.59
Marketing Manager,Bachelor's,Medium,62611,0.66,0.93
Construction Worker,PhD,High,58419,0.71,0.03
Financial Analyst,PhD,Medium,74852,0.48,0.14
UX Researcher,Bachelor's,Medium,125640,0.5,0.29
Security Guard,PhD,High,112654,0.74,0.82
Customer Support,Master's,High,57476,0.76,0.13
Mechanic,High School,Medium,109398,0.33,0.58
Truck Driver,High School,High,139240,0.92,0.68
Data Scientist,High School,Medium,143089,0.47,0.68
Data Scientist,High School,Medium,145632,0.59,0
Doctor,Master's,Low,104657,0.27,0.63
Financial Analyst,PhD,Medium,44835,0.48,0.23
Software Engineer,PhD,Medium,43830,0.47,0.8
Construction Worker,PhD,High,67293,0.78,0.01
AI Engineer,Bachelor's,Low,68690,0.16,0.88
AI Engineer,Bachelor's,Low,45234,0.24,0.4
Financial Analyst,PhD,Medium,120052,0.66,0.39
Data Scientist,High School,Medium,40270,0.62,0.51
Graphic Designer,PhD,Low,52562,0.55,0.41
Financial Analyst,PhD,Medium,52065,0.41,0.86
Lawyer,High School,Medium,66183,0.32,0.22
HR Specialist,PhD,Medium,67098,0.49,0.48
Construction Worker,PhD,High,74143,0.9,0.58
AI Engineer,Bachelor's,Low,149245,0.16,0.21
Security Guard,PhD,High,112802,0.75,0.96
Teacher,PhD,Low,76611,0.1,0.48
Teacher,PhD,Low,48609,0.12,0.45
Financial Analyst,PhD,Medium,138629,0.36,0.37
Financial Analyst,PhD,Medium,53481,0.35,0.2
UX Researcher,Bachelor's,Medium,60412,0.35,0.11
Teacher,PhD,Low,137271,0.25,0.47
Nurse,Master's,Low,37612,0.3,0.04
UX Researcher,Bachelor's,Medium,87623,0.62,0.94
HR Specialist,PhD,Medium,84503,0.56,0.81
Doctor,Master's,Low,140427,0.25,0.53
Teacher,PhD,Low,73281,0.14,0.1
HR Specialist,PhD,Medium,66492,0.59,0.01
Data Scientist,High School,Medium,52368,0.49,0.01
Security Guard,PhD,High,113302,0.9,0.7
Chef,Master's,Medium,80901,0.58,0.77
UX Researcher,Bachelor's,Medium,68197,0.62,0.87
Teacher,PhD,Low,101721,0.15,0.22
Mechanic,High School,Medium,125101,0.39,0.52
Security Guard,PhD,High,143605,0.87,0.13
Financial Analyst,PhD,Medium,124183,0.46,0.99
Teacher,PhD,Low,81907,0.28,0.64
Software Engineer,PhD,Medium,130231,0.38,0.31
Truck Driver,High School,High,50893,0.84,0.36
Research Scientist,High School,Low,34273,0.09,0.64
Research Scientist,High School,Low,129941,0.24,0.73
Truck Driver,High School,High,65310,0.8,0.43
UX Researcher,Bachelor's,Medium,111301,0.57,0.47
Graphic Designer,PhD,Low,125325,0.5,0.8
Customer Support,Master's,High,53070,0.81,0.68
Teacher,PhD,Low,137582,0.17,0.74
Software Engineer,PhD,Medium,77851,0.65,0.75
HR Specialist,PhD,Medium,94690,0.37,0.22
Marketing Manager,Bachelor's,Medium,106145,0.51,0.43
Teacher,PhD,Low,144256,0.1,0.46
Nurse,Master's,Low,94322,0.29,0.48
Retail Worker,High School,High,97504,0.87,0.49
Graphic Designer,PhD,Low,64897,0.36,0.91
Lawyer,High School,Medium,53425,0.4,0.92
Lawyer,High School,Medium,69426,0.38,0.28
Lawyer,High School,Medium,69801,0.62,0.48
Lawyer,High School,Medium,102904,0.34,0.74
Customer Support,Master's,High,72020,0.77,0.54
Lawyer,High School,Medium,59362,0.65,0.27
Security Guard,PhD,High,113366,0.72,0.53
AI Engineer,Bachelor's,Low,114142,0.11,0.62
Marketing Manager,Bachelor's,Medium,94197,0.55,0.24
Financial Analyst,PhD,Medium,73518,0.4,0.21
Mechanic,High School,Medium,138460,0.6,0.65
Marketing Manager,Bachelor's,Medium,38628,0.62,0.49
Software Engineer,PhD,Medium,72353,0.37,0.44
Lawyer,High School,Medium,47054,0.31,0.56
Data Scientist,High School,Medium,73489,0.34,0.32
Retail Worker,High School,High,127014,0.7,0.92
AI Engineer,Bachelor's,Low,138569,0.07,0.74
Security Guard,PhD,High,134371,0.87,0.69
Mechanic,High School,Medium,77687,0.45,0.03
Truck Driver,High School,High,40128,0.86,0.86
Research Scientist,High School,Low,105505,0.07,0.47
Customer Support,Master's,High,37109,0.91,0.05
Financial Analyst,PhD,Medium,97672,0.7,0.47
Mechanic,High School,Medium,149593,0.52,0.3
AI Engineer,Bachelor's,Low,81108,0.17,0.48
Graphic Designer,PhD,Low,77197,0.61,0.83
Customer Support,Master's,High,113499,0.94,0.17
Truck Driver,High School,High,133462,0.87,0.26
HR Specialist,PhD,Medium,96393,0.61,0.49
Construction Worker,PhD,High,99226,0.93,0.26
Construction Worker,PhD,High,55483,0.88,0.13
UX Researcher,Bachelor's,Medium,35499,0.58,0.27
Retail Worker,High School,High,59737,0.9,0.92
Retail Worker,High School,High,40364,0.71,0.37
UX Researcher,Bachelor's,Medium,97954,0.48,0.41
Customer Support,Master's,High,36534,0.71,0.8
Research Scientist,High School,Low,85012,0.17,0.53
Construction Worker,PhD,High,94712,0.8,0.46
Teacher,PhD,Low,124580,0.29,0.69
UX Researcher,Bachelor's,Medium,89151,0.5,0.08
Data Scientist,High School,Medium,100529,0.68,0.03
Retail Worker,High School,High,127054,0.77,0.49
AI Engineer,Bachelor's,Low,68899,0.28,0.76
Chef,Master's,Medium,102564,0.64,0.43
HR Specialist,PhD,Medium,47928,0.32,0.78
Security Guard,PhD,High,48560,0.93,0.93
Truck Driver,High School,High,81290,0.78,0.43
Customer Support,Master's,High,63897,0.79,0.03
Software Engineer,PhD,Medium,124752,0.3,0.94
Software Engineer,PhD,Medium,78008,0.52,0.78
Truck Driver,High School,High,75018,0.83,0.55
Doctor,Master's,Low,94407,0.07,0.13
AI Engineer,Bachelor's,Low,43096,0.3,0.63
Research Scientist,High School,Low,65504,0.18,0.56
Lawyer,High School,Medium,115692,0.49,0.63
Truck Driver,High School,High,72971,0.8,0.1
Doctor,Master's,Low,75456,0.14,0.88
Marketing Manager,Bachelor's,Medium,42929,0.36,0.79
HR Specialist,PhD,Medium,87735,0.59,0.32
Chef,Master's,Medium,69029,0.6,0.61
UX Researcher,Bachelor's,Medium,50387,0.63,0.2
Customer Support,Master's,High,94918,0.86,0.93
Graphic Designer,PhD,Low,56154,0.35,0.24
Retail Worker,High School,High,141634,0.7,0.78
Construction Worker,PhD,High,50377,0.93,0.94
Lawyer,High School,Medium,74516,0.44,0.53
HR Specialist,PhD,Medium,129895,0.59,0.24
Mechanic,High School,Medium,41329,0.68,0.33
Truck Driver,High School,High,40013,0.83,0.97
Financial Analyst,PhD,Medium,120777,0.66,0.28
Graphic Designer,PhD,Low,107011,0.5,0.72
Mechanic,High School,Medium,116377,0.54,0.36
Software Engineer,PhD,Medium,67630,0.41,0.78
Doctor,Master's,Low,96360,0.07,0.66
Nurse,Master's,Low,103850,0.22,0.29
AI Engineer,Bachelor's,Low,117133,0.29,0.09
Nurse,Master's,Low,125065,0.18,0.89
Security Guard,PhD,High,147600,0.82,0.19
Software Engineer,PhD,Medium,96333,0.5,0.82
Mechanic,High School,Medium,126847,0.51,0.73
Truck Driver,High School,High,92244,0.75,0.85
Doctor,Master's,Low,93810,0.15,0.5
AI Engineer,Bachelor's,Low,127211,0.17,0.62
Mechanic,High School,Medium,35455,0.5,0.38
Retail Worker,High School,High,37289,0.73,0.95
Customer Support,Master's,High,81428,0.82,0.56
Mechanic,High School,Medium,123890,0.4,0.16
Graphic Designer,PhD,Low,67422,0.44,0.47
Financial Analyst,PhD,Medium,62947,0.35,0.22
Security Guard,PhD,High,149554,0.93,0.26
AI Engineer,Bachelor's,Low,66497,0.18,0.15
Software Engineer,PhD,Medium,91140,0.39,0.11
Graphic Designer,PhD,Low,147342,0.63,1
Research Scientist,High School,Low,119647,0.15,0.28
Customer Support,Master's,High,31234,0.76,0.31
Retail Worker,High School,High,34677,0.72,0.94
Data Scientist,High School,Medium,125288,0.37,0.92
Security Guard,PhD,High,77540,0.85,0.55
Mechanic,High School,Medium,62953,0.56,0.26
Retail Worker,High School,High,99754,0.76,0.18
Financial Analyst,PhD,Medium,114865,0.7,0.34
Retail Worker,High School,High,59904,0.92,0.24
Chef,Master's,Medium,53473,0.43,0.25
Construction Worker,PhD,High,34564,0.91,0.2
HR Specialist,PhD,Medium,128259,0.61,0.37
Graphic Designer,PhD,Low,144486,0.53,0.75
Data Scientist,High School,Medium,136766,0.51,0.17
Chef,Master's,Medium,139097,0.44,0.47
Customer Support,Master's,High,97004,0.78,0.18
Construction Worker,PhD,High,87143,0.86,0.35
Research Scientist,High School,Low,86668,0.12,0.89
Chef,Master's,Medium,45027,0.43,0.43
Marketing Manager,Bachelor's,Medium,86546,0.51,0.11
Chef,Master's,Medium,101621,0.37,0.22
Graphic Designer,PhD,Low,114191,0.68,0.73
Teacher,PhD,Low,41918,0.26,0.53
Customer Support,Master's,High,130213,0.72,0.14
Chef,Master's,Medium,88561,0.51,0.16
Research Scientist,High School,Low,132013,0.09,0.58
Security Guard,PhD,High,67010,0.95,0.41
Marketing Manager,Bachelor's,Medium,131807,0.59,0.18
Graphic Designer,PhD,Low,117563,0.55,0.28
Nurse,Master's,Low,51798,0.27,0.08
Data Scientist,High School,Medium,73701,0.32,0.4
Graphic Designer,PhD,Low,135959,0.52,0.43
Mechanic,High School,Medium,129721,0.48,0.12
Nurse,Master's,Low,98132,0.15,0.15
HR Specialist,PhD,Medium,132945,0.41,0.1
Graphic Designer,PhD,Low,141318,0.36,0.59
Chef,Master's,Medium,114005,0.6,0.77
Data Scientist,High School,Medium,107974,0.43,0.41
Teacher,PhD,Low,96214,0.16,0.15
Research Scientist,High School,Low,89876,0.12,0.35
Graphic Designer,PhD,Low,144947,0.52,0.71
Marketing Manager,Bachelor's,Medium,129590,0.48,0.6
AI Engineer,Bachelor's,Low,147129,0.13,0.35
Nurse,Master's,Low,107417,0.2,0.59
Mechanic,High School,Medium,75631,0.63,0.68
Marketing Manager,Bachelor's,Medium,85753,0.33,0.55
HR Specialist,PhD,Medium,91138,0.62,0.2
Customer Support,Master's,High,106258,0.9,0.55
Nurse,Master's,Low,140514,0.26,0.9
Truck Driver,High School,High,47762,0.74,0.38
Data Scientist,High School,Medium,101060,0.41,0.07
Software Engineer,PhD,Medium,37361,0.35,0.66
Retail Worker,High School,High,47736,0.71,0.56
Graphic Designer,PhD,Low,57814,0.5,0.39
Software Engineer,PhD,Medium,135636,0.57,0.9
Lawyer,High School,Medium,124697,0.44,0.62
Security Guard,PhD,High,132887,0.88,0.05
Graphic Designer,PhD,Low,104336,0.44,0.21
Security Guard,PhD,High,143398,0.82,0.25
Graphic Designer,PhD,Low,143546,0.35,0.39
Retail Worker,High School,High,132676,0.91,0.34
Mechanic,High School,Medium,54569,0.61,0.38
Construction Worker,PhD,High,124093,0.93,0.77
Truck Driver,High School,High,83638,0.76,0.46
AI Engineer,Bachelor's,Low,126765,0.2,0.03
Research Scientist,High School,Low,121190,0.21,0.01
Teacher,PhD,Low,84916,0.14,0.15
Truck Driver,High School,High,125462,0.9,0.76
Mechanic,High School,Medium,74838,0.45,0.55
UX Researcher,Bachelor's,Medium,113253,0.39,0.89
Chef,Master's,Medium,111546,0.54,0.09
Customer Support,Master's,High,140217,0.71,0.05
Software Engineer,PhD,Medium,107576,0.5,0.01
Security Guard,PhD,High,89849,0.8,0.19
UX Researcher,Bachelor's,Medium,133970,0.48,0.51
Financial Analyst,PhD,Medium,65340,0.5,0.28
Construction Worker,PhD,High,94605,0.84,0.8
Graphic Designer,PhD,Low,132025,0.65,0.55
Chef,Master's,Medium,42623,0.63,0.53
Teacher,PhD,Low,82913,0.12,0.77
Lawyer,High School,Medium,39159,0.36,0.25
Retail Worker,High School,High,70294,0.94,0.76
AI Engineer,Bachelor's,Low,110381,0.26,0.35
Truck Driver,High School,High,142488,0.77,0.98
UX Researcher,Bachelor's,Medium,35749,0.42,0.62
Truck Driver,High School,High,81833,0.89,0.27
Financial Analyst,PhD,Medium,52703,0.43,0.77
Doctor,Master's,Low,76554,0.3,0.87
Construction Worker,PhD,High,67648,0.77,0.65
Retail Worker,High School,High,135718,0.88,0.56
Retail Worker,High School,High,53876,0.77,0.58
Marketing Manager,Bachelor's,Medium,56513,0.33,0.48
Lawyer,High School,Medium,125564,0.33,0.03
Truck Driver,High School,High,65253,0.9,0.5
Software Engineer,PhD,Medium,138482,0.39,0.5
Doctor,Master's,Low,143169,0.17,0.69
Mechanic,High School,Medium,89816,0.56,0.47
Construction Worker,PhD,High,71729,0.77,0.43
AI Engineer,Bachelor's,Low,90924,0.16,0.46
Mechanic,High School,Medium,135963,0.46,0.01
Marketing Manager,Bachelor's,Medium,46294,0.44,0.26
Software Engineer,PhD,Medium,34383,0.35,0.5
Doctor,Master's,Low,93742,0.23,0.96
Retail Worker,High School,High,82210,0.71,0.61
Security Guard,PhD,High,55281,0.91,0.91
Teacher,PhD,Low,35143,0.18,0.19
Marketing Manager,Bachelor's,Medium,67404,0.42,0.14
AI Engineer,Bachelor's,Low,83568,0.09,0.57
Security Guard,PhD,High,134534,0.8,0.64
Customer Support,Master's,High,37120,0.72,0.23
Chef,Master's,Medium,140931,0.52,0.13
Chef,Master's,Medium,68191,0.4,0.15
Lawyer,High School,Medium,58453,0.61,0.44
UX Researcher,Bachelor's,Medium,114815,0.49,0.95
HR Specialist,PhD,Medium,122562,0.59,0.64
Customer Support,Master's,High,145427,0.82,0.78
Customer Support,Master's,High,142113,0.85,0.43
Truck Driver,High School,High,111912,0.86,0.51
Retail Worker,High School,High,33390,0.92,0.04
Lawyer,High School,Medium,100174,0.59,0.42
Marketing Manager,Bachelor's,Medium,42225,0.42,0.1
Truck Driver,High School,High,62864,0.92,0.71
AI Engineer,Bachelor's,Low,102135,0.19,0.45
Doctor,Master's,Low,120061,0.12,0.09
Customer Support,Master's,High,84879,0.81,0.07
Chef,Master's,Medium,105342,0.44,0.45
HR Specialist,PhD,Medium,115424,0.34,0.73
Security Guard,PhD,High,75381,0.84,0.87
Financial Analyst,PhD,Medium,112146,0.56,0.75
Marketing Manager,Bachelor's,Medium,61973,0.67,0.45
Software Engineer,PhD,Medium,147442,0.39,0.8
Doctor,Master's,Low,73904,0.2,0.64
UX Researcher,Bachelor's,Medium,131937,0.43,0.37
Graphic Designer,PhD,Low,122928,0.67,0.5
Financial Analyst,PhD,Medium,133120,0.42,0.04
Data Scientist,High School,Medium,33796,0.32,0.78
Lawyer,High School,Medium,92058,0.63,0.55
Graphic Designer,PhD,Low,46005,0.53,0.48
Security Guard,PhD,High,63445,0.89,0.52
Data Scientist,High School,Medium,50377,0.42,0.87
Retail Worker,High School,High,88851,0.72,0.42
AI Engineer,Bachelor's,Low,94127,0.23,0.18
Graphic Designer,PhD,Low,36703,0.69,0.82
Research Scientist,High School,Low,120027,0.2,0.25
Software Engineer,PhD,Medium,36384,0.46,0.45
Chef,Master's,Medium,41460,0.65,0.43
Software Engineer,PhD,Medium,87803,0.58,0.65
Doctor,Master's,Low,46482,0.09,0.42
Customer Support,Master's,High,73307,0.85,0.4
Graphic Designer,PhD,Low,37505,0.38,0.92
Customer Support,Master's,High,57205,0.77,0.67
UX Researcher,Bachelor's,Medium,82025,0.68,0.66
Lawyer,High School,Medium,121676,0.52,0.31
Security Guard,PhD,High,145614,0.72,0.82
Retail Worker,High School,High,124362,0.89,0.11
Financial Analyst,PhD,Medium,133132,0.44,0.37
Truck Driver,High School,High,133601,0.93,0.3
Financial Analyst,PhD,Medium,32894,0.38,0.19
Data Scientist,High School,Medium,65714,0.63,0.74
Marketing Manager,Bachelor's,Medium,110560,0.4,0.92
Nurse,Master's,Low,115236,0.05,0.81
Truck Driver,High School,High,36276,0.87,0.51
Graphic Designer,PhD,Low,111779,0.51,0.49
Software Engineer,PhD,Medium,44775,0.53,0.6
HR Specialist,PhD,Medium,140564,0.34,0.48
Construction Worker,PhD,High,108256,0.82,0.64
Data Scientist,High School,Medium,117377,0.48,0.93
Security Guard,PhD,High,39479,0.86,0.05
Construction Worker,PhD,High,130003,0.71,0.92
Software Engineer,PhD,Medium,128039,0.58,0.8
Marketing Manager,Bachelor's,Medium,55563,0.33,0.72
Mechanic,High School,Medium,57287,0.36,0.32
Graphic Designer,PhD,Low,70103,0.64,0.25
Doctor,Master's,Low,126600,0.21,0.54
Financial Analyst,PhD,Medium,57217,0.51,0.59
Data Scientist,High School,Medium,82216,0.44,0.49
Teacher,PhD,Low,147063,0.21,0.63
Chef,Master's,Medium,67631,0.32,0.6
Construction Worker,PhD,High,116425,0.94,0.34
Marketing Manager,Bachelor's,Medium,146598,0.64,0.95
Data Scientist,High School,Medium,45597,0.64,0.28
Software Engineer,PhD,Medium,119643,0.59,0.08
Construction Worker,PhD,High,56108,0.76,0.28
Data Scientist,High School,Medium,40130,0.35,0.95
Nurse,Master's,Low,43077,0.06,0.29
Graphic Designer,PhD,Low,38957,0.44,0.76
HR Specialist,PhD,Medium,52989,0.57,0.62
Marketing Manager,Bachelor's,Medium,70544,0.5,0.01
Construction Worker,PhD,High,45580,0.71,0.13
UX Researcher,Bachelor's,Medium,110614,0.63,0.14
Mechanic,High School,Medium,135953,0.48,0.91
AI Engineer,Bachelor's,Low,111687,0.2,0.16
HR Specialist,PhD,Medium,147426,0.49,0.25
Data Scientist,High School,Medium,92778,0.67,0.99
Nurse,Master's,Low,107863,0.29,0.87
HR Specialist,PhD,Medium,73622,0.48,0.28
Construction Worker,PhD,High,119565,0.76,0.21
Lawyer,High School,Medium,36944,0.52,0.87
AI Engineer,Bachelor's,Low,36357,0.2,0.06
Security Guard,PhD,High,130709,0.94,0.32
Software Engineer,PhD,Medium,133134,0.43,0.44
Financial Analyst,PhD,Medium,135383,0.51,0.39
Truck Driver,High School,High,58212,0.76,0.2
Marketing Manager,Bachelor's,Medium,59210,0.58,0.18
Mechanic,High School,Medium,65630,0.6,0.48
HR Specialist,PhD,Medium,127942,0.5,0.87
Graphic Designer,PhD,Low,147050,0.41,0.47
Software Engineer,PhD,Medium,100655,0.41,0.79
Software Engineer,PhD,Medium,52901,0.67,0.74
Marketing Manager,Bachelor's,Medium,63144,0.45,0.41
Software Engineer,PhD,Medium,44410,0.51,0.54
Mechanic,High School,Medium,43785,0.69,0.99
Security Guard,PhD,High,90037,0.79,0.67
Lawyer,High School,Medium,132424,0.6,0.64
Retail Worker,High School,High,118400,0.8,0.82
Research Scientist,High School,Low,41151,0.13,0.57
Mechanic,High School,Medium,56257,0.57,0.65
Nurse,Master's,Low,136933,0.29,0.21
Lawyer,High School,Medium,50705,0.65,0.37
Graphic Designer,PhD,Low,123064,0.51,0.49
Lawyer,High School,Medium,77089,0.35,0.45
Financial Analyst,PhD,Medium,76978,0.58,0.4
Graphic Designer,PhD,Low,62235,0.54,0.02
Doctor,Master's,Low,43739,0.14,0.75
Graphic Designer,PhD,Low,96321,0.64,0.11
Software Engineer,PhD,Medium,94314,0.38,0.06
Truck Driver,High School,High,72229,0.88,0.38
Chef,Master's,Medium,121842,0.63,0.65
Security Guard,PhD,High,55564,0.88,0.87
Lawyer,High School,Medium,35555,0.45,0.89
Graphic Designer,PhD,Low,116134,0.6,0.19
Security Guard,PhD,High,79326,0.71,0.24
Financial Analyst,PhD,Medium,114141,0.44,0.03
Chef,Master's,Medium,65120,0.38,0.18
AI Engineer,Bachelor's,Low,115317,0.1,0.19
Doctor,Master's,Low,115564,0.17,0.89
UX Researcher,Bachelor's,Medium,35504,0.58,0.12
Lawyer,High School,Medium,63489,0.66,0.33
Teacher,PhD,Low,135390,0.1,0.97
Teacher,PhD,Low,36902,0.06,0.85
Truck Driver,High School,High,77373,0.76,0.57
Teacher,PhD,Low,57309,0.21,0.7
AI Engineer,Bachelor's,Low,104010,0.12,0.35
Data Scientist,High School,Medium,68011,0.58,0.2
Chef,Master's,Medium,51460,0.69,0.48
Graphic Designer,PhD,Low,125076,0.66,0.49
Customer Support,Master's,High,45281,0.92,0.06
Customer Support,Master's,High,67038,0.77,0.46
Construction Worker,PhD,High,143472,0.81,0.15
Software Engineer,PhD,Medium,54192,0.58,0.93
Software Engineer,PhD,Medium,138614,0.59,0.77
Mechanic,High School,Medium,124500,0.31,0.51
AI Engineer,Bachelor's,Low,90486,0.05,0.62
Retail Worker,High School,High,44142,0.74,0.49
Truck Driver,High School,High,121168,0.89,0.55
Software Engineer,PhD,Medium,34461,0.39,0.54
Chef,Master's,Medium,41591,0.5,0.59
Doctor,Master's,Low,58465,0.17,0.53
Lawyer,High School,Medium,89973,0.5,0.61
Customer Support,Master's,High,134615,0.73,0.42
Security Guard,PhD,High,81469,0.8,0.27
Marketing Manager,Bachelor's,Medium,105764,0.39,0.13
HR Specialist,PhD,Medium,50543,0.47,0.69
Lawyer,High School,Medium,36086,0.46,0.7
Nurse,Master's,Low,65906,0.14,0.7
Truck Driver,High School,High,70527,0.92,0.69
Chef,Master's,Medium,91894,0.34,0.94
Marketing Manager,Bachelor's,Medium,78145,0.69,0.91
Software Engineer,PhD,Medium,95056,0.69,0.88
Security Guard,PhD,High,135949,0.82,0.44
Customer Support,Master's,High,78793,0.9,0.14
UX Researcher,Bachelor's,Medium,81380,0.53,0.42
Security Guard,PhD,High,33827,0.95,0.37
Lawyer,High School,Medium,103038,0.33,0.51
Chef,Master's,Medium,122276,0.35,0.92
Truck Driver,High School,High,89309,0.81,0.59
Financial Analyst,PhD,Medium,57891,0.33,0.99
Doctor,Master's,Low,61766,0.26,0.91
Marketing Manager,Bachelor's,Medium,87657,0.57,0.95
Construction Worker,PhD,High,48476,0.77,0.55
Retail Worker,High School,High,121860,0.82,0.24
Data Scientist,High School,Medium,125798,0.4,0.31
Financial Analyst,PhD,Medium,138695,0.52,0.93
Research Scientist,High School,Low,69802,0.19,0.58
HR Specialist,PhD,Medium,86832,0.38,0.6
HR Specialist,PhD,Medium,143959,0.38,0.86
Construction Worker,PhD,High,61709,0.71,0.62
Data Scientist,High School,Medium,43669,0.61,0.9
Marketing Manager,Bachelor's,Medium,61142,0.57,0.03
Truck Driver,High School,High,111396,0.91,0.63
